pmid	year	title_short	current_design	current_target_population	current_delivery_model	current_followup_reporting_level	current_followup_completion_pct	n_invited	n_participated	uptake_pct	acceptability_reported	cost_reported	candidate_core_status	candidate_reason	manual_curator_decision	manual_curator_notes	manual_core_decision	manual_decision_reason	manual_evidence_text	manual_followup_level_if_changed	manual_followup_pct_if_changed	manual_notes	curator_id	curation_date
29589991	2018	Comparison of patient flow and provider efficiency of two delivery strategies for HPV-based cervical cancer screening in	cluster_RCT	other	outreach_event_distribution	none					N	N	manual_review	insufficient_structured_signal			CORE	Time and motion study within an active screening trial.	...data for patients screened ... 12 communities in rural Migori County, Kenya.				GC	2026-06-13
29594933	2018	HPV Self-Sampling for Cervical Cancer Screening Among Ethnic Minority Women in South Florida: a Randomized Trial.	individual_RCT	migrant_minority	chw_door_to_door	none					N	N	manual_review	insufficient_structured_signal			CORE	RCT of CHW-led self-sampling (N=601) in South Florida.	Of the 601 women enrolled ... 160 of 207 (77%) completed cervical cancer screening.				GC	2026-06-13
29649936	2018	Barriers to cervical screening and interest in self-sampling among women who actively decline screening.	observational	other	mail_to_home_return_mail	none		543.0			N	Y	candidate_non_core	qualitative_or_interview_only_without_cascade_result			NON_CORE	Population-based survey on interest and barriers.	...population-based survey ... endorsed predefined barriers ... indicated their interest.				GC	2026-06-13
29686981	2018	Self-Sampling for Human Papillomavirus Testing: Increased Cervical Cancer Screening Participation and Incorporation in I	other	underscreened_general	clinic_pickup_return_clinic	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
29689311	2018	Time and temperature dependent analytical stability of dry-collected Evalyn HPV self-sampling brush for cervical cancer 	other	nonattenders	unk	none					N	N	manual_review	insufficient_structured_signal			NON_CORE	Analytical stability study of brushes under different temps.	...provide evidence on the analytical quality of dry HPV self-sampling brushes...				GC	2026-06-13
29783960	2018	Performance of OncoE6 cervical test with collection methods enabling self-sampling.	other	other	unk	none					N	N	manual_review	insufficient_structured_signal			NON_CORE	Technical validation of assay/device performance.	For technical validation, cervicovaginal lavages were collected from 20 patients...				GC	2026-06-13
29801496	2018	Cost of HPV screening at community health campaigns (CHCs) and health clinics in rural Kenya.	individual_RCT	other	outreach_event_distribution	referral_only					N	Y	candidate_core	extractable_implementation_or_cascade_result										
29912903	2018	Is self-sampling to test for high-risk papillomavirus an acceptable option among women who have been treated for high-grade cervical intraepithelial neoplasia?	acceptability_study	other	clinic_pickup_return_clinic	none		479	479	100.0	Y	N	candidate_non_core	Final 58-record adjudication			NON_CORE	Acceptability study among women treated for CIN; follow-up population but not underscreened implementation programme.	Final eligibility reconciliation based on PubMed abstract evidence and the adjudication worksheet.			Added during final eligibility reconciliation.	curation_team	2026-06-13
29958860	2018	Acceptability of self-sampling and human papillomavirus testing among non-attenders of cervical cancer screening program	other	nonattenders	unk	none			2019.0		Y	N	candidate_core	extractable_implementation_or_cascade_result										
29970063	2018	Evaluating a community-based cervical cancer screening strategy in Western Kenya: a descriptive study.	other	other	unk	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
29995217	2018	A randomized trial of mailed HPV self-sampling for cervical cancer screening among ethnic minority women in South Florid	individual_RCT	migrant_minority	mail_to_home_return_mail	none					N	N	manual_review	insufficient_structured_signal			CORE	RCT of self-sampling delivery (N=600).	In intent-to-treat analyses, 71.6% ... and 81.0% ... completed HPV self-sampling.				GC	2026-06-13
30036381	2018	Self-sampling coupled to the detection of HPV 16 and 18 E6 protein: A promising option for detection of cervical maligna	other	other	unk	referral_only					Y	N	candidate_core	extractable_implementation_or_cascade_result										
30087059	2018	Cervico-vaginal self-collection in HIV-infected and uninfected women from Tapajós region, Amazon, Brazil: High acceptabi	other	other	clinic_pickup_return_clinic	none					Y	N	manual_review	insufficient_structured_signal			CORE	Cross-sectional implementation study (N=153) in Brazil.	The overall acceptability of CVSC was 87%. ... Prevalence of any HPV ... infection was 42.9%.				GC	2026-06-13
30108095	2018	Determinants for Participation in Human Papillomavirus Self-Sampling among Nonattenders to Cervical Cancer Screening in 	individual_RCT	nonattenders	unk	none			21314.0		N	N	candidate_core	extractable_implementation_or_cascade_result										
30161053	2018	Cervical Cancer Screening for Women With Disabilities: Time for a New Approach?	other	underscreened_general	clinic_pickup_return_clinic	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
30179994	2018	Preference for Human Papillomavirus Self-Collection and Papanicolaou: Survey of Underscreened Women in North Carolina.	observational	underscreened_general	clinic_pickup_return_clinic	referral_only					Y	N	candidate_core	extractable_implementation_or_cascade_result										
30197540	2018	HPV self-sampling in cervical cancer screening: the effect of different invitation strategies in various socioeconomic g	individual_RCT	migrant_minority	mail_to_home_return_mail	none		791.0		8.1	N	N	candidate_core	extractable_implementation_or_cascade_result										
30216191	2018	Randomised trial of HPV self-sampling among non-attenders in the Slovenian cervical screening programme ZORA: comparing 	individual_RCT	nonattenders	home_mail	referral_only				7.7	N	N	candidate_core	extractable_implementation_or_cascade_result										
30399091	2018	Home Self-Collection by Mail to Test for Human Papillomavirus and Sexually Transmitted Infections.	other	other	clinic_pickup_return_clinic	none					Y	N	manual_review	insufficient_structured_signal			CORE	Validation/Acceptability study with 193 participants in NC.	Overall, 193 women had conclusive high-risk HPV results for all three samples.				GC	2026-06-13
30518468	2018	[HPV self-sampling for cervical cancer screening in Denmark].	other	underscreened_general	unk	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
30541595	2018	Preference of specimen collection methods for human papillomavirus detection for cervical cancer screening: a cross-sectional study of high-risk women in Mombasa, Kenya.	cross_sectional_preference	other	clinic_pickup_return_clinic	none		199	199	100.0	Y	N	candidate_non_core	Final 58-record adjudication			NON_CORE	Cross-sectional preference/comparison study among high-risk women in Kenya; method preference and acceptability rather than programme uptake.	Final eligibility reconciliation based on PubMed abstract evidence and the adjudication worksheet.			Added during final eligibility reconciliation.	curation_team	2026-06-13
30627330	2018	Feasibility, validity and acceptability of self-collected samples for human papillomavirus (HPV) testing in rural Malawi	observational	other	clinic_pickup_return_clinic	none					Y	N	candidate_non_core	assay_or_device_performance_only_without_extractable_implementation_result			CORE	Feasibility study with 199 enrolled women in Malawi.	Among the 199 enrolled women, 22% had any high risk-HPV.				GC	2026-06-13
26944955	2017	Factors influencing Malawian women's willingness to self-collect samples for human papillomavirus testing.	other	rural_low_access	outreach_event_distribution	none					Y	N	candidate_non_core	preference_willingness_only_without_extractable_implementation_result			CORE	Longitudinal study with actual self-collection outcomes (n=824).	...enrollment from the catchment area ... willingness to self-collect was captured.				GC	2026-06-13
27235844	2017	Offering self-sampling to cervical screening non-attenders in primary care.	program_evaluation	nonattenders	unk	completion_reported	85.0			14.0	Y	N	candidate_core	extractable_implementation_or_cascade_result										
27624639	2017	The Cost-Effectiveness of Cervical Self-Sampling to Improve Routine Cervical Cancer Screening: The Importance of Respond	model	underscreened_general	mail_to_home_return_mail	referral_only					N	Y	candidate_non_core	model_or_economic_model			NON_CORE	Cost-effectiveness modeling study based on pilot data.	...evaluated the long-term consequences and cost-effectiveness ... scenarios...				GC	2026-06-13
27672216	2017	HPV self-sampling in CIN2+ detection: sensitivity and specificity of different RLU cut-off of HC2 in specimens from 786 	other	other	clinic_pickup_return_clinic	none					Y	N	manual_review	insufficient_structured_signal			NON_CORE	Technical validation of assay cut-off points.	...investigates the best cut-off value of HC2 for self-sampled specimens.				GC	2026-06-13
